Polycom,Polycom,Organization,Polycom provides open standards-based unified communications solutions for telepresence video and voice.,1990-12-01,6,,,0,5,3800
Polygon,Polygon,Organization,Polygon is a global provider of property damage restoration, temporary humidity control and property performance services.,2010-01-01,4,,,0,0,
PoP,Pop!,Organization,Control your data.,,,,,0,0,11
Portal,Portal,Organization,Portal is a startup company located in Mountain View, CA and founded in 2014, by brothers Jeff Spencer and Jake Gold.,,,,,0,0,
Positronic,Positronic,Organization,Positronic was added to CrunchBase in 2010,,,,,0,0,
Possible,Possible,Organization,,,,,,0,0,
Potato,Potato,Organization,Webdev agency,2010-03-01,6,50,11,0,0,45
Powernet,Powernet,Organization,,,,,,0,0,
Premier,Premier,Organization,As a leading national healthcare solutions organization.,2014-01-01,4,,,0,0,
Presence,Presence,Organization,A new mobile platform that puts the world in the palm of your hands.,,,None,None,0,0,
Press,Press,Organization,Press allows smartphone users to create multimedia slide shows by using photos, recorded sounds and texts.,2011-06-01,6,,,70000,0,2
Price,Price,Organization,The price of the websites listed in Hong Kong dollars, the product information.,,,None,None,0,0,
Primary,Primary,Organization,e-commerce site today focussing on the kids clothing market,2015-03-31,7,None,None,0,0,
PRIME,Prime,Organization,Your health, everywhere you go,2013-08-01,7,,,0,0,3
Prime,Prime,Organization,Your health, everywhere you go,2013-08-01,7,,,0,0,3
Primo,Primo,Organization,Learning technology through tangible play,,,,,42183,0,
Primus,PRIMUS,Organization,Online Homewares Retail,,,,,0,0,
PRIVATE,Private,Organization,Nicky Kundnani is a private investment consultant with an expertise in futures and FX.,,,,,0,0,
private,Private,Organization,Nicky Kundnani is a private investment consultant with an expertise in futures and FX.,,,,,0,0,
Private,Private,Organization,Nicky Kundnani is a private investment consultant with an expertise in futures and FX.,,,,,0,0,
Processware,Processware,Organization,Processware is a global technology group incorporating their software development company.,,,None,None,1346323,0,
Procurian,Procurian,Organization,Procurian Inc. provides procurement solutions for companies in the United States and internationally. It offers source-to-pay procurement,1999-01-01,4,,,0,0,
Profyle,Profyle,Organization,Profyle - Meet, Chat, Date - is a new, fun and simple way to meet people around you or anywhere in the world.,2010-09-01,7,,,350000,0,9
Progeniq,Progeniq,Organization,Accelerated Computing,,,,,0,0,
Progress,Progress,Organization,Record and share projects with friends.,2015-01-01,7,10,1,0,0,
Progression,Progression,Organization,Progression, Inc. manufacturers and provides industrial nuclear magnetic resonance (NMR) testing and laser induced breakdown spectroscopy,2002-01-01,4,,,875000,0,
Prolific,Prolific,Organization,,,,,,0,0,
Promate,Promate,Organization,They are Promate, and they are made for retail. They are a talented, innovative and award-winning brand-builder.,,,None,None,0,0,
PropertyGuru,PropertyGuru,Organization,Leading property portal,2006-01-01,4,None,None,0,0,
Prosper,Prosper,Organization,Prosper isa peer-to-peer lending marketplace, allowing people to invest in each other inafinancially and socially beneficial way.,2006-02-01,7,500,251,314900000,1,93
Prosperity,Prosperity,Organization,Digital Recruitment Specialists,2001-02-28,7,10,1,0,0,10
Protech,PROTECH,Organization,We ull-service firm specializing in IT careers and consulting, providing the right talent and solutions to top-tier companies.,,,,,0,0,
Protiviti,Protiviti,Organization,,,,None,None,0,0,
ProtoStar,ProtoStar,Organization,ProtoStar offers satellite leasing services and operates geostationary satellites in the Asia-Pacific region.,2001-01-01,4,,,210000000,0,
Proxicom,Proxicom,Organization,Proxicom is an interactive agency that develops custom-tailored interactive and web-enabled solutions for Global 1000 organizations.,,,,,0,0,
Proximity,Proximity,Organization,Proximity was added to CrunchBase in 2010,,,,,0,0,
PwC,PwC,Organization,PricewaterhouseCoopers is an accounting firm that provides tax, HR, transactions, performance improvement, and crisis management services.,1998-01-01,7,,,0,0,
Pythian,Pythian,Organization,love your data,1997-09-08,7,,,6000000,0,340
Q,Q,Organization,Q is a strategic design studio that has worked with hundreds of clients for over 30 years.,,,,,0,0,
Qantas,Qantas,Organization,Qantas has grown to be Australias largest domestic carrier and one of the worlds oldest and most respected premium airlines.,,,,,0,0,
QAS,QAS,Organization,,,,,,0,0,
QBE,QBE,Organization,QBE is a management and technology consulting organization for the federal government as well as defense and intelligence communities.,2008-01-01,4,,,528124,0,
QlikTech,QlikTech,Organization,QlikTech offers QlikView, a business discovery platform that delivers user-driven business intelligence (BI).,1993-01-01,4,,,12500000,0,600
QLT,QLT,Organization,QLT Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of pharmaceutical products, primarily,1981-01-01,4,,,0,0,
Qosmos,Qosmos,Organization,Qosmos provides software and hardware platforms that identify and extract information traveling through networks.,2000-01-01,4,,,43449200,0,45
Qualcomm,Qualcomm,Organization,Qualcomm Incorporated is a semiconductor company that manufactures and markets digital wireless telecommunications products and services.,1985-01-01,4,1000000,10001,0,47,
Quark,Quark,Organization,Publishing Platform,1981-01-01,4,,,0,0,1000
Quest,Quest app,Organization,Knowledge Messaging,2013-01-01,4,10,1,1000000,0,
QUEST,Quest app,Organization,Knowledge Messaging,2013-01-01,4,10,1,1000000,0,
Questers,Questers,Organization,Questers enables organizations to collaborate with IT professionals by offering risk-free alternatives to standard resourcing methods.,2007-01-01,4,,,0,0,
Quinnox,Quinnox,Organization,,,,,,0,0,
Quintiles,Quintiles,Organization,Quintiles is a provider of biopharmaceutical development and commercial outsourcing services for drugs on the market.,,,,,526000000,0,
Qwest,Qwest,Organization,Telecommunications Carrier,1996-01-01,4,,,0,1,
QWEST,Qwest,Organization,Telecommunications Carrier,1996-01-01,4,,,0,1,
R,R,Organization,Data collection and qualified audience generation,2006-01-01,4,,,0,0,
Rabbit,Rabbit,Organization,More than just video chat. We're bringing people together.,2011-01-01,7,50,11,3300000,0,12
Rabobank,Rabobank,Organization,Rabobank offers all the advantages of a global commercialism founded upon cooperative principles: knowledge-driven, customer-focused, and,,,,,0,7,
Radiance,Radiance,Organization,Radiance develops the technology to facilitate the movement of digital video files for the advertising and enterprise sectors.,,,,,26000000,0,
Radix,Radix,Organization,A gTLD applicant for a variety of rich and memorable top-level extensions that will serve as the foundation of the new Internet era.,,,None,None,0,0,
Radware,Radware,Organization,Radware provides application delivery and security solutions for virtual and cloud data centers.,1997-04-01,6,,,0,0,800
Rainbow,Rainbow,Organization,Founded in 1995, Rainbow is now a European leader in the production of children's animation.,,,,,0,0,
Random,Random,Organization,Random (formerly Futureful) brings freedom back to web surfing. Choose and combine topics. Discover interesting content. Never see the same,,,,,0,0,
Raytheon,Raytheon Co.,Organization,Raytheon is a defense contractor and corporation with manufacturing concentrations in weapons, military, and commercial electronics.,1922-07-07,7,1000000,10001,3000000,1,
Razer,Razer,Organization,Razer develops high-end precision gaming products by combining technology, ergonomics, and expert validation.,1998-01-01,4,None,None,50000000,0,
Razorfish,Razorfish,Organization,Razorfish, an interactive marketing and technology company, provides services that include web development, media planning, and technology.,1995-01-01,4,None,None,0,0,2000
RBS,RBS,Organization,,,,,,0,0,
RCS,RCS,Organization,RCS Group (RCS) is a consumer finance business that offers its customers a range of financial services.,1999-01-01,4,None,None,0,0,
REACH,REach,Organization,REach is an accelerator owned and operated by Second Century Ventures, the investment arm of the National Association of Realtors.,2012-11-08,7,,,0,15,
Reach,REach,Organization,REach is an accelerator owned and operated by Second Century Ventures, the investment arm of the National Association of Realtors.,2012-11-08,7,,,0,15,
Ready,Readyportal,Organization,Enterprise Content Management System,2013-01-15,7,50,11,0,0,15
Real,Real Staffing,Organization,Real Staffing,1998-01-01,7,,,0,0,
Realsoft,Realsoft,Organization,Realsoft is a boutique-style web company located in Kanagawa prefecture, Japan. Realsoft currently offer four web services: - Chirashi de,2005-04-01,6,,,0,0,14
Recruit,Recruit Co., Ltd,Organization,Recruit is a Japan-based company providing human resource solutions, lifestyle products and services, and a housing information magazine.,1960-03-31,7,,,0,1,5974
Red,(RED),Organization,(RED) was founded in 2006 by Bono and Bobby Shriver to get businesses and people involved in the fight against AIDS.,2006-07-09,7,500,251,2323,0,
RED,(RED),Organization,(RED) was founded in 2006 by Bono and Bobby Shriver to get businesses and people involved in the fight against AIDS.,2006-07-09,7,500,251,2323,0,
Redington,Redington,Organization,Redington operates a website that provides information regarding investment opportunities for investors.,1997-01-01,4,,,65000000,0,
RedMart,RedMart,Organization,RedMart is a Singapore-based online supermarket that home-delivers groceries and essentials.,2011-11-01,6,,,28400000,0,
RedPrairie,RedPrairie,Organization,RedPrairie delivers productivity solutions to help companiesin workforce, inventory and transportation.,1975-01-01,4,,,0,0,
RedWorks,RedWorks,Organization,Helping businesses find greater efficiences in the development & delivery of marketing communications.,,,None,None,0,0,
Refco,Refco,Organization,,,,,,0,0,
Regus,Regus,Organization,Regus is the worlds largest provider of flexible workplaces. Over a million customers a day benefit from their locations spread across,1989-01-01,7,,,0,0,
Reliance,Reliance,Organization,Manage your assets. Simply,2012-01-01,7,,,0,0,4
Remax,ReMax,Organization,40 Years of Outstanding Agents & Outstanding Results From a single office that opened in 1973 in Denver, Colo., RE/MAX has grown into a,1973-01-01,4,,,0,0,
Renault,Renault Sport,Organization,Renault Sport Technologies develops and markets sports car based on the Renault range for everyday use and track.,2014-01-01,6,,,0,0,
Resource,Resource,Organization,Born digital, Resource/Ammirati is an entrepreneurial creative independent with 400+ associates across five offices.,1981-01-01,4,None,None,0,0,
Reuters,Reuters,Organization,Reuters is best known for being a financial market data provider and news service that provided reports from around the world to newspapers,1851-01-01,7,None,None,0,2,
Revelation,Revelation,Organization,Revelation is a developer of web applications for conducting qualitative market research.,2007-10-01,7,,,2370000,0,12
Revolution,Revolution LLC,Organization,Revolution invests in building disruptive, innovative companies that offer consumers more choice, convenience and control in their lives.,2005-09-01,6,,,0,37,25
Richemont,Richemont,Organization,Richemont owns several of the world's leading companies in the field of luxury goods, with particular strengths in jewellery.,1988-01-01,4,,,0,0,
Ricoh,Ricoh Company,Organization,,,,,,0,0,
Rignet,RigNet,Organization,RigNet, Inc. provides remote communications services for the oil and gas industry in North America and internationally. It offers remote,2001-01-01,4,,,6000000,0,410
Rio,Rio,Organization,Rio was added to CrunchBase in 2013,,,,,0,0,
Ripple,Ripple,Organization,,,,None,None,0,0,
RISKMETRICS,RiskMetrics,Organization,Financial Analytics Software Provider,1998-01-01,4,,,0,0,
RoadHop,Roadhop,Organization,Roadhop is a search engine that gathers and organizes schedules, fares and station maps for searching and booking non-flight travels.,2010-09-21,7,,,40000,0,
Roadhop,Roadhop,Organization,Roadhop is a search engine that gathers and organizes schedules, fares and station maps for searching and booking non-flight travels.,2010-09-21,7,,,40000,0,
Roadnet,Roadnet,Organization,Roadnet provides fleet management software tools and GPS tracking solutions for vehicles.,1983-01-01,4,,,43043483,0,150
Roam,Roam,Organization,A mobile app that allows users to discover new places and experiences.,2014-08-15,7,,,0,0,
Roam7,Roam7,Organization,Automatic Travel Advice From Friends,2011-08-01,6,10,1,0,0,4
Robeco,Robeco,Organization,Robeco is private equity and asset management group based in The Netherlands. Robeco Group was started in 1929 and today is one of,1929-01-01,4,,,0,9,
Roche,Roche,Organization,Roche was one of the first companies to bring targeted treatments to patients.,,,,,0,0,
Rolta,Rolta,Organization,Rolta is a leading provider of innovative IT solutions for many vertical segments, including Federal and State Governments, Defense and,,,,,0,0,
Ronin,Ronin,Organization,Online Invoicing, Time Tracking,,,,,0,0,2
ROOTS,Roots,Organization,Roots is a mobile app built by NYC Educators to increase user vocabulary by teaching etymology through gamification.,2013-04-30,7,10,1,0,0,
RSA,RSA,Organization,We are a leading general insurer operating in 30 countries and providing products and services in over 140 countries.,,,1000000,10001,0,0,
Ruckus,Ruckus,Organization,Ruckus is a college-only digital entertainment service enabling students with similar music interests to connect with each other.,,,,,52200000,0,
Run,RUN,Organization,RUNis a mobile-focused programmatic advertising technology company offering cutting-edge mobile solutions.,2010-07-01,6,50,11,1500000,0,30
Ryerson,Ryerson,Organization,Ryerson is a leading distributor and processor of metals in North America. Headquartered in Chicago,,,,,0,0,
Saba,Saba,Organization,Saba is a provider of learning management, talent management, performance management and cloud collaboration software solutions.,1997-01-01,4,,,0,0,600
SABIC,SABIC,Organization,Diversified Manufacturing Company,1976-01-01,7,,,0,1,
SABRE,Sabre,Organization,Sabre merchandises and retails travel products, and provides distribution and technology solutions for the travel industry.,1960-01-01,4,10000,5001,645496464,1,
SAF,SAF,Organization,forecasting software,1996-01-01,4,,,0,0,
Safeway,Safeway,Organization,Food and Drug Retailer,1915-01-01,7,,,0,0,186000
Sagem,Sagem,Organization,,,,,,0,0,
SAGEM,Sagem,Organization,,,,,,0,0,
Saint-Gobain,Saint-Gobain,Organization,Saint-Gobain, the world leader in the habitat and construction markets, designs, manufactures and distributes building materials, providing,,,,,0,1,
Saipem,Saipem,Organization,,,,,,0,0,
Sales,Sales,Organization,,,,,,0,0,
Salesforce,Salesforce,Organization,Salesforce is an enterprise cloud-computing company and CRM provider offering business software solutions on a subscription basis.,1999-01-01,4,1000000,10001,21000000,8,3500
Salmat,Salmat,Organization,,,,,,0,0,
Sam,SAM,Organization,,2013-01-01,4,None,None,0,0,
Sambaash,sambaash,Organization,Social Business Platform,2009-03-01,6,50,11,0,0,20
SanDisk,SanDisk,Organization,SanDisk is a multinational corporation that designs, develops and manufactures flash memory storage solutions and software.,1988-01-01,4,,,0,1,
Sandvik,Sandvik,Organization,Sandvik is a high-technology, engineering group with advanced products and a world-leading positions within selected areas.,,,,,0,0,
Sanmina-SCI,Sanmina-SCI,Organization,Sanmina-SCI Corporation is a leading electronics contract manufacturer serving the fastest-growing segments of the global Electronics,1980-01-01,4,,,0,1,
Sanofi,Sanofi,Organization,Sanofi is engaged in the research, development, manufacturing, and marketing of innovative therapeutic solutions.,2011-05-01,7,,,0,1,
sanofi-aventis,Sanofi Aventis,Organization,Drug Development,2004-01-01,4,,,0,2,
Sanyo,Sanyo,Organization,Electronic Devices,,,,,0,0,
SAP,SAP,Organization,SAP is a technology company that develops enterprise application software for companies and industries across diverse sectors.,1972-04-01,7,1000000,10001,2000000,8,150
sap,SAP,Organization,SAP is a technology company that develops enterprise application software for companies and industries across diverse sectors.,1972-04-01,7,1000000,10001,2000000,8,150
Sapient,Sapient,Organization,Sapient is a marketing and consulting company providing business, marketing and technology services for its clients.,1990-01-01,7,1000000,10001,25765820,2,10000
SAPIENT,Sapient,Organization,Sapient is a marketing and consulting company providing business, marketing and technology services for its clients.,1990-01-01,7,1000000,10001,25765820,2,10000
SAS,SAS,Organization,SAS provides advanced business analytics and business intelligent software and services to enable companies to optimize their operations.,1976-01-01,4,1000000,10001,0,0,
Satyam,Satyam,Organization,,,,,,0,0,
satyam,Satyam,Organization,,,,,,0,0,
Savant,Savant,Organization,Construction Consultancy Company,2002-01-01,4,,,0,0,
Savvis,CenturyLink Technology Solutions,Organization,Savvis provides IT solutions and cloud infrastructure for enterprises and government clients around the world.,1995-01-01,4,,,0,0,
SAVVIS,CenturyLink Technology Solutions,Organization,Savvis provides IT solutions and cloud infrastructure for enterprises and government clients around the world.,1995-01-01,4,,,0,0,
Savvy,Savvy,Organization,think finance, think savvy,2012-01-01,4,50,11,0,0,20
SBI,SBI,Organization,SBI was added to CrunchBase in 2012,,,,,0,0,
SBS,SBS,Organization,,,,,,0,0,
Scala,Scala,Organization,Scala was one of the earliest pioneers in the Digital Signage market. Their software is used to create and control digital information,,,None,None,0,1,
Schibsted,Schibsted,Organization,Schibsted is a Scandinavian media group with approximately 6,900 employees spread across 29 countries.,,,None,None,0,1,
Schlumberger,Schlumberger,Organization,Schlumberger is the worlds leading supplier of technology, integrated project management and information solutions.,1926-01-01,4,1000000,10001,0,5,
SchoolNet,Schoolnet,Organization,Schoolnet offers instructional improvement education software to increase student achievement, teacher quality and operational efficiency.,1998-01-01,4,,,44500000,0,
Scope,Scope 5,Organization,Scope 5 is a web-based software solution that helps organizations track and manage their sustainability data.,,,,,975000,0,
SCOPE,Scope 5,Organization,Scope 5 is a web-based software solution that helps organizations track and manage their sustainability data.,,,,,975000,0,
Score,SCORE,Organization,Small Business Consultancy,1964-01-01,4,,,0,0,
scs,SCS,Organization,Microsoft Dynamics NAV VAR,1979-01-01,7,None,None,0,0,40
SCS,SCS,Organization,Microsoft Dynamics NAV VAR,1979-01-01,7,None,None,0,0,40
SD,SD,Organization,SD was added to CrunchBase in 2013,,,,,0,0,
SEA,SEA,Organization,SEA, Ltd., an engineering and fire investigation company, provides forensic analysis and investigation services in the United States and,1970-01-01,4,,,384500,0,
Seagate,Seagate,Organization,Seagate designs and manufactures external and internal hard disk drives and associated software products.,1979-01-01,4,1000000,10001,0,3,
seagate,Seagate,Organization,Seagate designs and manufactures external and internal hard disk drives and associated software products.,1979-01-01,4,1000000,10001,0,3,
SEALAND,SeaLand,Organization,The Principality of Sealand want to thank everyone for their support of the smallest independent state in the world!,,,None,None,0,0,
Sealand,SeaLand,Organization,The Principality of Sealand want to thank everyone for their support of the smallest independent state in the world!,,,None,None,0,0,
Second,Second,Organization,The 1-second game!,,,,,0,0,
Secret,Secret,Organization,Secret offers an online platform that enables users to share their personal secrets with other users anonymously.,2013-10-01,6,50,11,35025000,0,
Security,security 7,Organization,,,,,,0,0,
Seer,Seer,Organization,_,,,,,0,0,
Selectica,Selectica,Organization,Selectica, Inc. is a leading provider of enterprise contract management and configuration solutions.,1996-01-01,4,500,251,34245892,0,
SelectMinds,SelectMinds,Organization,SelectMinds delivers networking and referral technologies that help companies form and empower current and former employees as referrers.,2000-01-01,7,,,5500000,0,55
self,Self,Organization,Self magazine is a monthly magazine for women that specializes in health, fitness, nutrition, beauty and happiness.,,,,,0,0,
Self,Self,Organization,Self magazine is a monthly magazine for women that specializes in health, fitness, nutrition, beauty and happiness.,,,,,0,0,
Semantics3,Semantics3,Organization,Largest database of products and prices,2013-03-01,6,,,0,0,
Sendo,Sendo,Organization,Sendo.vn is a Vietnamese e-commerce site that offers clothing, homeware, cosmetics, tech accessories, and more.,2012-09-01,7,250,101,0,0,
SenseGraphics,SenseGraphics,Organization,Haptic & visual-enabled 3D solutions,2004-01-01,4,,,0,0,
SEO,SEO,Organization,,,,,,0,0,
Serco,Serco,Organization,Serco Inc. is a leading provider of professional, technology, and management services focused on the federal government. Our customer-first,,,,,0,0,
Servcorp,Servcorp,Organization,Office For Rent - ServCorp,,,,,0,0,
Servicemax,ServiceMax,Organization,ServiceMax provides field service management solutions for technicians through cloud and mobile software.,2007-01-01,4,250,101,122000000,0,200
ServiceSource,ServiceSource,Organization,ServiceSource offers cloud-based apps that facilitate management and optimization of the service contract renewals process.,1999-12-08,7,5000,1001,0,0,2939
Servo,Servo,Organization,Digital product development,2008-09-01,6,10,1,0,0,4
SES,SES,Organization,satellite communications services,1985-01-01,4,,,0,1,1624
SEVEN,SEVEN Networks,Organization,SEVEN Networks Open Channel software solutions deliver device-centric mobile traffic management and analytics for wireless carriers.,2000-01-01,7,500,251,62000000,0,250
Seven,SEVEN Networks,Organization,SEVEN Networks Open Channel software solutions deliver device-centric mobile traffic management and analytics for wireless carriers.,2000-01-01,7,500,251,62000000,0,250
SFR,SFR,Organization,SFR operates as a mobile telecommunications operator in France. The company offers mobile telephony services on post paid basis, and,,,,,0,0,
SGCIB,SGCIB,Organization,,,,,,0,0,
SGI,SGI,Organization,large-scale clustered computing,1980-01-01,4,,,0,0,
SGS,SGS,Organization,,,,,,0,0,
Shangri-La,Shangri-La,Organization,,,,,,0,0,
Shell,Shell,Organization,petrochemical companies,1907-01-01,7,,,0,1,
Ship,Ship,Organization,ShipandOcean.com was created with the ethos of being the easiest place to buy and sell marine vehicle on the internet,2012-02-11,7,,,0,0,5
ShopBust,Shopbust,Organization,,,,,,0,0,
ShopSpot,ShopSpot,Organization,ShopSpot, a mobile shopping platform, enables lifestyle brands and retailers to connect with customers and sell their products.,2012-02-01,6,,,628000,0,
ShowNearby,ShowNearby,Organization,ShowNearby is a location-based mobile app, providing users information about access points and relevant information near their vicinity.,2007-11-20,7,,,4170000,0,20
Siam,Siam,Organization,Experts in Reach and CLP legislation.,,,,,0,0,
SICC,SICC,Organization,Code and design that matters,2013-03-04,7,10,1,0,0,3
Sida,Sida,Organization,Sida, is a government agency working on behalf of the Swedish parliament and government, with the mission to reduce poverty in the world.,,,,,0,0,
Siebel,Siebel Systems,Organization,Siebel Systems is a CRM software company automating the sales and customer service operations of large corporations.,1993-01-30,7,,,0,0,
Siemens,Siemens,Organization,Siemens is a multinational engineering and electronics company involved in the fields of industry, energy, transportation and healthcare.,1847-01-01,7,,,8900000,3,405000
SIEMENS,Siemens,Organization,Siemens is a multinational engineering and electronics company involved in the fields of industry, energy, transportation and healthcare.,1847-01-01,7,,,8900000,3,405000
Sigma,Sigma Designs,Organization,Sigma Designs, Inc. provides integrated system-on-chip solutions (SoC) that are used to deliver multimedia entertainment throughout the,1982-01-01,4,,,0,0,
Silk,Silk,Organization,Silk is a cloud-based application that enables users to visualize their data online by the way of interactive web pages.,2010-01-01,7,50,11,3655264,0,12
SilkRoad,SilkRoad,Organization,SilkRoad is a leading global provider of end-to-end cloud-based HR software solutions.,2003-01-01,4,,,0,0,
Silvaco,silvaco,Organization,,,,,,0,0,
Silverlake,Silverlake,Organization,Silverlake was added to CrunchBase in 2013,,,None,None,0,0,
SilverLake,Silverlake,Organization,Silverlake was added to CrunchBase in 2013,,,None,None,0,0,
SIM,SIM,Organization,SIM is the only national professional network that connects senior-level IT leaders with peers in their communities,,,,,0,0,
Sime,Sime,Organization,Our passion is to spread knowledge about the Internet and digital opportunities,,,None,None,0,0,
Simlab,SimLab,Organization,SimLab Corporation. Headquartered in Santa Margarita, Calif., SimLab specializes in highly automated, tailored finite element modeling,,,,,0,0,
Simon,Simon,Organization,Senior Vice-President Chief Innovation Officer,,,,,0,0,
Simple,The Simple,Organization,Simple is a private social network for organizations, enabling company members to communicate in real time.,,,,,0,0,
SingTel,SingTel,Organization,SingTel is a telecommunications company that provides ISP, IPTV, mobile phone, and fixed line telephony services.,1879-01-01,7,None,None,0,2,
Singtel,SingTel,Organization,SingTel is a telecommunications company that provides ISP, IPTV, mobile phone, and fixed line telephony services.,1879-01-01,7,None,None,0,2,
singtel,SingTel,Organization,SingTel is a telecommunications company that provides ISP, IPTV, mobile phone, and fixed line telephony services.,1879-01-01,7,None,None,0,2,
SINGTEL,SingTel,Organization,SingTel is a telecommunications company that provides ISP, IPTV, mobile phone, and fixed line telephony services.,1879-01-01,7,None,None,0,2,
SintecMedia,SintecMedia,Organization,SintecMediais engaged in the design and implementation of management systems for the broadcast, cable, and satellite industries.,,,,,10001589,0,
SIP,SIP,Organization,SIP is a hardware which provides intelligent drink and beverage pouring solution. It's an easy way to promote events through social media.,,,,,9786,0,
SiS,SIS,Organization,SIS is a company specialized in web sites, multi-media products, networks and information technology consulting.,2005-01-01,4,10,1,0,0,5
Sis,SIS,Organization,SIS is a company specialized in web sites, multi-media products, networks and information technology consulting.,2005-01-01,4,10,1,0,0,5
SIT,SIT,Organization,SIT was added to CrunchBase in 2009,,,,,0,0,
SITA,SITA,Organization,SITA is an air transport IT and communications specialist, providing IT and telecommunication services to the air transport industry.,,,None,None,0,0,
Sitel,SITEL,Organization,contact center provider,1985-01-01,4,,,0,0,
SITEL,SITEL,Organization,contact center provider,1985-01-01,4,,,0,0,
SkillSoft,SkillSoft,Organization,Skillsoft provides online learning and e-learning solutions for global enterprises, SMEs, governments and educational institutions.,1989-08-08,7,,,0,0,
Skin,Skin,Organization,Online Beauty Routine Store,2012-01-01,4,,,0,0,
Sky,SKY+,Organization,SKY+ was added to CrunchBase in 2010,,,,,0,0,
Skydio,Skydio,Organization,Drones powered by Skydio navigate the world intelligently, making them intuitive,,2014-01-01,4,10,1,3000000,0,
SM,SM,Organization,aWESOME,,,,,0,0,
Smart,xxl,Organization,xxl was founded in 2001,2001-05-09,7,,,0,0,
SMART,xxl,Organization,xxl was founded in 2001,2001-05-09,7,,,0,0,
Smartbuzz,Smartbuzz,Organization,Software Outsourcing Company Toronto,,,100,51,0,0,100
Smartcomm,Smartcomm,Organization,Mobile Broadband Industry Experts,2007-10-01,6,,,0,0,25
SmartTrust,SmartTrust,Organization,,,,,,0,0,
SMC,SMC,Organization,Digital Marketing Agency,2009-09-01,6,100,51,0,0,72
Smile,Smile,Organization,Smile offers open source integration solutions and is based in Levallois-Perret, France.,1990-01-01,4,,,3593500,0,
Snapfish,Snapfish,Organization,Snapfish is a photo sharing and hosting service that allows individuals to create customized digital prints and gifts using their photos.,1999-01-01,4,500,251,43500000,0,
SNCF,SNCF,Organization,SNCF is a travel and logistics service provider company. SNCF runs and manages SNCF voyage,1937-08-01,6,1000000,10001,0,1,
Sociall,Sociall,Organization,Social Business & Mobile Marketing,2011-03-14,7,,,0,0,13
SOFGEN,SOFGEN,Organization,SOFGEN is a niche consultancy group with worldwide presence specializing in Private,1999-01-01,4,None,None,0,0,
Sofgen,SOFGEN,Organization,SOFGEN is a niche consultancy group with worldwide presence specializing in Private,1999-01-01,4,None,None,0,0,
SoftBrands,Softbrands,Organization,,,,,,0,0,
Softech,SofTech,Organization,Cardeeo develops mobile applications that enable the development of customer loyalty programs.,,,,,1946765,0,
SoftLabs,SoftLabs,Organization,Service Provider,,,,,0,0,
SoftLayer,SoftLayer,Organization,SoftLayer is a cloud-based infrastructure-as-a-service provider integrating physical and virtual devices of enterprises.,2005-01-01,7,,,30000000,0,
softsol,SoftSol,Organization,advanced IT solutions,1993-01-01,4,,,0,0,200
SoftTech,SoftTech Graphic Design Turkey,Organization,A Turkish company providing graphic design services.,2006-01-01,7,,,0,0,
Softtek,Softtek,Organization,business process solutions,1982-01-01,4,,,0,0,
SoftwareONE,SoftwareONE,Organization,We are immersed in the complexities of software licensing so you dont have to be.,,,,,0,0,
SoftwareOne,SoftwareONE,Organization,We are immersed in the complexities of software licensing so you dont have to be.,,,,,0,0,
Solid,Solid,Organization,Solid works on top of your calendar provider.,,,,,0,0,
Solidiance,Solidiance,Organization,Asia growth & marketing strategy,2006-10-31,7,,,0,0,25
Solidium,Solidium,Organization,Solidium is a holding company wholly owned by the State of Finland, which cooperates with other investors.,,,,,0,0,
Solon,Solon,Organization,,2007-01-01,4,,,0,1,
Solution,Solution 6,Organization,,,,,,0,0,
Soluziona,Soluziona,Organization,,,,,,0,0,
Sonata,Sonata,Organization,SONATA is the first global geo-contextual and geo-behavoiral mobile advertising platform.,2013-01-01,7,100,51,0,0,
SonicWALL,SonicWALL,Organization,SonicWALL provides network, content, web, and email security, remote access and business continuity solutions.,1991-02-01,6,,,0,0,900
Sony,Sony Corp,Organization,Sony Corp is a multinational conglomerate that develops electronic equipment, instruments, and devices.,1946-05-07,7,1000000,10001,0,0,180500
SONY,Sony Corp,Organization,Sony Corp is a multinational conglomerate that develops electronic equipment, instruments, and devices.,1946-05-07,7,1000000,10001,0,0,180500
SOON,SOON,Organization,SOON is a doer in social entrepreneurship: support for organizations, stimulating for students and active for everyone!,,,None,None,0,0,
soon,SOON,Organization,SOON is a doer in social entrepreneurship: support for organizations, stimulating for students and active for everyone!,,,None,None,0,0,
Soon,SOON,Organization,SOON is a doer in social entrepreneurship: support for organizations, stimulating for students and active for everyone!,,,None,None,0,0,
Sophis,Sophis,Organization,Portfolio Management Solutions,1985-01-01,4,,,0,0,
Sophos,Sophos,Organization,Sophos develops network security and threat management products to protect organizations against malicious acts.,1985-01-01,4,None,None,0,0,
Sopra,Sopra,Organization,Sopra is a leader in consulting, IT services and software development in Europe,,,None,None,0,0,
Soundbuzz,Soundbuzz,Organization,,,,,,0,0,
Sourcefire,Sourcefire,Organization,Sourcefire provides enterprise threat management solutions for IT infrastructures of various industries.,2001-01-01,4,,,0,1,
South,SOUTH,Organization,Creative Leadership, Design Architecture,2003-08-23,7,,,0,0,7
SOUTH,SOUTH,Organization,Creative Leadership, Design Architecture,2003-08-23,7,,,0,0,7
south,SOUTH,Organization,Creative Leadership, Design Architecture,2003-08-23,7,,,0,0,7
